0.071,0.077,0.074,0.082,0.086,0.081,0.070,0.069,0.077,0.066,0.068,0.071,
0.065,0.068,0.067,0.080,0.082,0.078,0.081,0.080,0.079,0.066,0.066,0.066,
0.072,0.076,0.078,0.068,0.066,0.066,0.068,0.067,0.067,0.070,0.074,0.075,
0.067,0.067,0.070,0.066,0.066,0.067,0.067,0.067,0.362,0.070,0.072,0.068,
0.066,0.066,0.068,0.066,0.066,0.067,0.105,0.051,0.075,0.046,0.045,0.048,
0.056,0.047,0.053,0.046,0.045,0.045,0.045,0.046,0.045,0.046,0.045,0.045,
0.046,0.045,0.049,0.045,0.046,0.046,0.047,0.046,0.046,0.048,0.045,0.047,
0.069,0.058,0.181,0.158,0.535,0.535,0.046,0.046,0.046,0.046,0.374,0.057,
