0.147,0.112,0.134,0.139,0.129,0.111,0.131,0.150,0.117,0.116,0.044,0.044,
0.137,0.123,0.134,0.117,0.138,0.091,0.130,0.040,0.045,0.045,0.045,0.045,
0.113,0.046,0.056,0.056,0.151,0.158,0.517,0.535,0.070,0.045,0.044,0.044,
0.065,0.066,0.065,0.062,0.076,0.064,0.064,0.066,0.065,0.067,0.445,0.067,
0.071,0.068,0.071,0.124,0.120,0.122,0.068,0.069,0.050,0.070,0.068,0.073,
0.051,0.044,0.045,0.045,0.044,0.044,0.044,0.044,0.045,0.044,0.047,0.045,
0.065,0.080,0.064,0.093,0.092,0.093,0.067,0.085,0.066,0.064,0.066,0.066,
0.066,0.067,0.080,0.045,0.046,0.045,0.049,0.047,0.047,0.044,0.045,0.044,
