0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0.056,0.056,0.150,0.158,0.515,0.533,0.069,0,0,0,
0.065,0.066,0.066,0.062,0.075,0.064,0.065,0.066,0.065,0.067,0.392,0.067,
0.070,0.067,0.071,0.116,0.112,0.114,0.067,0.069,0,0.069,0.068,0.072,
0,0,0,0,0,0,0,0,0,0,0,0,
0.065,0.078,0.065,0.089,0.087,0.090,0.067,0.082,0.067,0.064,0.066,0.066,
0.065,0.066,0.084,0,0,0,0,0,0,0,0,0,
